"37i9dQZF1DWTQHB0vBt1AG","Daphni's track IDs","<a href=""spotify:artist:4nhvb6x9ZhPiYCzrHDNia9"">Daphni</a>'s track IDs. Updated regularly. Curated by Daphni. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003df4932b72be35b7d9c15d433","spotify","Spotify","user"
"37i9dQZF1DWTR6lD3pmkqP","21st Century Jazz","The sound of the new era of Jazz. Cover: Esperanza Spalding","https://i.scdn.co/image/ab67706f00000003c40bd7944ef70a5da06bff0b","spotify","Spotify","user"
"37i9dQZF1DWTYPRTIhI2jZ","Honey Dijon's track IDs","<a href=""spotify:artist:0XfQBWgzisaS9ltDV9bXAS"">Honey Dijon</a>'s favorite tracks. Updated regularly. Curated by Honey Dijon. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003f232f72215aa40bf77e9968e","spotify","Spotify","user"
"37i9dQZF1DWTcqUzwhNmKv","Kickass Metal","BABYMETAL on top of the biggest Metal playlist!","https://i.scdn.co/image/ab67706f00000003959c28ee5f391fe55efc669b","spotify","Spotify","user"
"37i9dQZF1DWTfrr8pte1rT","Rocktronic","Rock with a Drop Cover: ILLENIUM \m/","https://i.scdn.co/image/ab67706f00000003c2dc4e5d8eafc59e89425889","spotify","Spotify","user"
"37i9dQZF1DWTggY0yqBxES","Alternative Hip-Hop","New, leftfield, and for the real hip-hop stans! Cover: Doechii","https://i.scdn.co/image/ab67706f00000003969e277eeaf53352de8b5826","spotify","Spotify","user"
"37i9dQZF1DWTh86g4mGpKZ","Aluna's DJ Mix","The internationally acclaimed singer, songwriter and producer <a href=""spotify:artist:5ITI6SEoUZMIXXkzCfr4oE"">Aluna</a> drops a mix that pays homage to the different variants of dance music while pushing the boundaries of the genre.","https://i.scdn.co/image/ab67706f00000003f82aeea90495b78e366757c8","spotify","Spotify","user"
"37i9dQZF1DWTpHODMtGPJl","DJ Spen DJ Mix: Eye of The Storm","Feel good and dance with Soulful House legend <a herf=""spotify:artist:4kr94nr7SzBRas5Cb3krFZ"">DJ Spen</a> on his new DJ Mix.","https://i.scdn.co/image/ab67706f0000000380ff4cde13593bd4e9db2eb2","spotify","Spotify","user"
"37i9dQZF1DWTtTyjgd08yp","Deep Dark Indie","Hauntingly atmospheric, deeply melodic indie.","https://i.scdn.co/image/ab67706f000000033f61d2c9f774776b80dde4b9","spotify","Spotify","user"
"37i9dQZF1DWU9MwLOqWTux","Idris Elba's DJ Mix","<a href=""spotify:artist:0Dc2rdPzleezxhvQhQbXuS"">Idris Elba</a>'s tantalizing mix demonstrates the renowned actor's talents on the decks.","https://i.scdn.co/image/ab67706f00000003abc4b6fc079d590acaa985e2","spotify","Spotify","user"
