"0Vrr7NLxrRbzVYFyR6fYgA",2,"The mammoth","The Fall Of Every Season","Amends","spotify:track:0Vrr7NLxrRbzVYFyR6fYgA"
"1OspFExHunatSzfgzBIbRx",2,"Sisyphean","The Fall Of Every Season","From Below","spotify:track:1OspFExHunatSzfgzBIbRx"
"3rYni5R2Cfl8URaoVukdp3",5,"Come waves","The Fall Of Every Season","Amends","spotify:track:3rYni5R2Cfl8URaoVukdp3"
"2xCUl7JqtoZxpGjGpdIvQI",3,"Umana","Novembre","Ursa","spotify:track:2xCUl7JqtoZxpGjGpdIvQI"
"79caUDcHciBtKuvpCMhiQ6",5,"Jules","Novembre","Materia (Deluxe)","spotify:track:79caUDcHciBtKuvpCMhiQ6"
"4XijRENfCt8L1JVu5NqCWx",12,"Nostalgiaplatz (Acoustic)","Novembre","Materia (Deluxe)","spotify:track:4XijRENfCt8L1JVu5NqCWx"
"2opHHkQr8fIQ55jMKKTMWS",3,"I Am Complete","Rapture","Silent Stage","spotify:track:2opHHkQr8fIQ55jMKKTMWS"
"7tBeWJ7llztvTDtrwXXZ4Y",7,"Someone I (Don't) Know","Rapture","Futile","spotify:track:7tBeWJ7llztvTDtrwXXZ4Y"
"4KHHopcTfQFHw8DRK8HzvG",8,"Dedications","Evereve","Stormbirds","spotify:track:4KHHopcTfQFHw8DRK8HzvG"
"1qhHjByxofn4VQgmLCq951",2,"Fall into Oblivion","Evereve","Regret","spotify:track:1qhHjByxofn4VQgmLCq951"
"5S8oNXcW7IsQY8vInAliEg",6,"The Eclipse of the Seventh Sun","Evereve","Regret","spotify:track:5S8oNXcW7IsQY8vInAliEg"
"5nlKH6moLf3sfsuZc4GpfE",8,"Dies Irae - Grave New World","Evereve","Regret","spotify:track:5nlKH6moLf3sfsuZc4GpfE"
"625Jnmf3F1Xj09tQ9jgagy",3,"Escape","Evereve","Stormbirds","spotify:track:625Jnmf3F1Xj09tQ9jgagy"
"7l0581qy7r6H4qRga5MOL1",3,"Kolyma","Evereve","Regret","spotify:track:7l0581qy7r6H4qRga5MOL1"
"3huOj7bz5RZxtX9H0X6rEW",3,"Pandemonium","The Sins Of Thy Beloved","Perpetual Desolation","spotify:track:3huOj7bz5RZxtX9H0X6rEW"
"1mgSYCXYu8wEvojvdB6KbQ",2,"Forever","The Sins Of Thy Beloved","Perpetual Desolation","spotify:track:1mgSYCXYu8wEvojvdB6KbQ"
"7j8q8GBhMe8iltdl2eQh3X",7,"Silent Pain","The Sins Of Thy Beloved","Lake of Sorrow","spotify:track:7j8q8GBhMe8iltdl2eQh3X"
"23H515eZKoHjHw65SrKQoe",3,"Worthy of You","The Sins Of Thy Beloved","Lake of Sorrow","spotify:track:23H515eZKoHjHw65SrKQoe"
"3Ww3y1lPvrBa1SwPSXOSSh",6,"Atmosphere","Beseech","My Darkness, Darkness","spotify:track:3Ww3y1lPvrBa1SwPSXOSSh"
"4fgvJyGckLlHsOCFKmZhPN",2,"The Shimmering","Beseech","My Darkness, Darkness","spotify:track:4fgvJyGckLlHsOCFKmZhPN"
"7MKjXTGN9JFrZuLQ3QFrVB",5,"My Darkness, Darkness","Beseech","My Darkness, Darkness","spotify:track:7MKjXTGN9JFrZuLQ3QFrVB"
"250fkyCzMIZKVuYHbtG1D5",1,"Innerlane","Beseech","Sunless Days","spotify:track:250fkyCzMIZKVuYHbtG1D5"
"6GSxff8zMq9YrqxnwrkvOw",2,"Heart Of Wilderness","Eternal Tears Of Sorrow","A Virgin And A Whore","spotify:track:6GSxff8zMq9YrqxnwrkvOw"
"75EPcqeE4FSyMrIE6gsNiZ",1,"Aurora Borealis","Eternal Tears Of Sorrow","A Virgin And A Whore","spotify:track:75EPcqeE4FSyMrIE6gsNiZ"
"0WZA5AJhhcCIhIYluXWuDo",6,"Black Tears","Eternal Tears Of Sorrow","Chaotic Beauty","spotify:track:0WZA5AJhhcCIhIYluXWuDo"
"1uAgLKUXfdQvT3l15lAhjF",3,"Autumn's Grief","Eternal Tears Of Sorrow","Chaotic Beauty","spotify:track:1uAgLKUXfdQvT3l15lAhjF"
